customer_id,last_purchase_date,recency_days,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,customer_segment
15254,0011-08-04,128,1,300.36,2,2,2,222,Hibernating
17723,0011-08-04,128,6,3276.4,2,5,5,255,Cannot Lose Them
13791,0011-08-04,128,2,1516.0,2,3,4,234,At Risk
13402,0011-08-04,128,2,621.23,2,3,3,233,At Risk
16572,0011-08-04,128,3,1009.6,2,4,4,244,Cannot Lose Them
18099,0011-08-04,128,1,168.31,2,1,1,211,Hibernating
17267,0011-08-04,128,2,317.62,2,2,2,222,Hibernating
13218,0011-08-04,128,1,62.64,2,1,1,211,Hibernating
12693,0011-08-04,128,4,855.91,2,4,3,243,At Risk
14344,0011-08-04,128,8,889.93,2,5,3,253,At Risk
16302,0011-08-05,127,1,233.22,2,1,1,211,Hibernating
16174,0011-08-05,127,3,1009.55,2,4,4,244,Cannot Lose Them
13082,0011-08-05,127,9,3613.63,2,5,5,255,Cannot Lose Them
13513,0011-08-05,127,1,205.1,2,1,1,211,Hibernating
17457,0011-08-05,127,5,1737.7,2,4,4,244,Cannot Lose Them
17400,0011-08-05,127,5,2129.96,2,4,5,245,Cannot Lose Them
14053,0011-08-07,125,2,260.25,2,2,2,222,Hibernating
13248,0011-08-07,125,2,465.68,2,3,2,232,At Risk
13752,0011-08-07,125,6,1186.28,2,5,4,254,Cannot Lose Them
14331,0011-08-07,125,2,462.66,2,3,2,232,At Risk
14079,0011-08-07,125,1,375.1,2,2,2,222,Hibernating
15985,0011-08-08,124,2,1142.42,2,3,4,234,At Risk
17331,0011-08-08,124,1,175.2,2,1,1,211,Hibernating
17085,0011-08-08,124,5,1566.65,2,4,4,244,Cannot Lose Them
13869,0011-08-08,124,4,3104.95,2,4,5,245,Cannot Lose Them
16788,0011-08-08,124,2,597.48,2,3,3,233,At Risk
13355,0011-08-09,123,1,674.7,2,1,3,213,Hibernating
13162,0011-08-09,123,4,1688.29,2,4,4,244,Cannot Lose Them
14127,0011-08-09,123,3,709.71,2,4,3,243,At Risk
18248,0011-08-09,123,2,804.02,2,3,3,233,At Risk
13217,0011-08-09,123,3,533.98,2,3,3,233,At Risk
15247,0011-08-09,123,1,356.0,2,2,2,222,Hibernating
13280,0011-08-09,123,3,814.86,2,4,3,243,At Risk
14024,0011-08-10,122,2,327.7,2,2,2,222,Hibernating
16292,0011-08-10,122,1,302.25,2,2,2,222,Hibernating
17994,0011-08-10,122,4,678.49,2,4,3,243,At Risk
13307,0011-08-11,121,1,15.0,2,2,1,221,Hibernating
15581,0011-08-11,121,13,3679.97,2,5,5,255,Cannot Lose Them
14346,0011-08-11,121,2,1021.58,2,3,4,234,At Risk
13645,0011-08-11,121,1,252.1,2,2,2,222,Hibernating
17248,0011-08-11,121,1,318.65,2,2,2,222,Hibernating
16317,0011-08-12,120,3,1341.65,2,3,4,234,At Risk
13888,0011-08-12,120,2,605.63,2,3,3,233,At Risk
15192,0011-08-12,120,3,1044.32,2,4,4,244,Cannot Lose Them
15689,0011-08-12,120,2,254.1,2,2,2,222,Hibernating
13873,0011-08-12,120,3,389.6,2,3,2,232,At Risk
17642,0011-08-12,120,2,712.29,2,3,3,233,At Risk
14855,0011-08-12,120,2,645.65,2,3,3,233,At Risk
17122,0011-08-12,120,1,138.32,2,1,1,211,Hibernating
14406,0011-08-12,120,1,156.75,2,1,1,211,Hibernating
12399,0011-08-12,120,4,1108.65,2,4,4,244,Cannot Lose Them
16045,0011-08-12,120,4,1340.7,2,4,4,244,Cannot Lose Them
17048,0011-08-14,118,3,925.35,2,3,3,233,At Risk
14301,0011-08-14,118,1,640.14,2,1,3,213,Hibernating
15683,0011-08-14,118,1,193.75,2,1,1,211,Hibernating
16272,0011-08-15,117,1,411.7,2,1,2,212,Hibernating
13720,0011-08-15,117,4,799.9,2,4,3,243,At Risk
12758,0011-08-15,117,2,2791.59,2,3,5,235,At Risk
18143,0011-08-15,117,2,1000.16,2,3,4,234,At Risk
17252,0011-08-15,117,2,353.86,2,2,2,222,Hibernating
16902,0011-08-15,117,1,1706.88,2,2,4,224,Hibernating
17958,0011-08-15,117,1,508.46,2,1,3,213,Hibernating
13621,0011-08-15,117,1,213.85,2,1,1,211,Hibernating
13799,0011-08-15,117,2,688.86,2,3,3,233,At Risk
16961,0011-08-15,117,1,234.17,2,1,1,211,Hibernating
15624,0011-08-15,117,4,588.13,2,4,3,243,At Risk
15480,0011-08-15,117,1,905.5,2,1,3,213,Hibernating
15768,0011-08-16,116,3,621.83,2,3,3,233,At Risk
16927,0011-08-16,116,3,543.05,2,3,3,233,At Risk
15002,0011-08-16,116,4,1641.76,2,4,4,244,Cannot Lose Them
14918,0011-08-16,116,2,1610.15,2,3,4,234,At Risk
14006,0011-08-16,116,3,962.19,2,4,4,244,Cannot Lose Them
12641,0011-08-16,116,1,185.9,2,1,1,211,Hibernating
15541,0011-08-17,115,1,85.13,2,1,1,211,Hibernating
15122,0011-08-17,115,3,1633.78,2,3,4,234,At Risk
18073,0011-08-17,115,12,3877.52,2,5,5,255,Cannot Lose Them
16092,0011-08-17,115,3,817.86,2,4,3,243,At Risk
14323,0011-08-17,115,2,605.06,2,3,3,233,At Risk
17398,0011-08-17,115,3,653.38,2,3,3,233,At Risk
15734,0011-08-17,115,2,1339.45,2,3,4,234,At Risk
17070,0011-08-17,115,1,312.14,2,2,2,222,Hibernating
16755,0011-08-17,115,3,1496.83,2,3,4,234,At Risk
13655,0011-08-17,115,2,932.97,2,3,3,233,At Risk
15472,0011-08-18,114,1,371.56,2,2,2,222,Hibernating
12688,0011-08-18,114,1,4873.81,2,1,5,215,Hibernating
15797,0011-08-18,114,4,2207.4,2,4,5,245,Cannot Lose Them
17045,0011-08-18,114,3,339.44,2,3,2,232,At Risk
13273,0011-08-18,114,1,138.98,2,1,1,211,Hibernating
16582,0011-08-18,114,1,313.62,2,2,2,222,Hibernating
13027,0011-08-18,114,6,6912.0,2,5,5,255,Cannot Lose Them
17742,0011-08-18,114,2,355.11,2,2,2,222,Hibernating
12729,0011-08-18,114,1,453.01,2,1,2,212,Hibernating
15232,0011-08-18,114,2,612.06,2,3,3,233,At Risk
12418,0011-08-19,113,1,668.58,2,1,3,213,Hibernating
16419,0011-08-19,113,6,972.23,2,5,4,254,Cannot Lose Them
17747,0011-08-19,113,1,71.4,2,1,1,211,Hibernating
12513,0011-08-19,113,1,612.29,2,1,3,213,Hibernating
15396,0011-08-19,113,1,288.18,2,2,2,222,Hibernating
14772,0011-08-19,113,1,139.26,2,1,1,211,Hibernating
15938,0011-08-19,113,5,404.58,2,4,2,242,At Risk
12968,0011-08-19,113,1,135.95,2,1,1,211,Hibernating
14745,0011-08-19,113,5,1220.26,2,4,4,244,Cannot Lose Them
13242,0011-08-19,113,3,270.4,2,3,2,232,At Risk
14460,0011-08-21,111,3,434.34,2,3,2,232,At Risk
14224,0011-08-21,111,4,1050.12,2,4,4,244,Cannot Lose Them
14246,0011-08-21,111,3,1474.06,2,3,4,234,At Risk
17029,0011-08-21,111,2,716.0,2,3,3,233,At Risk
15313,0011-08-21,111,1,52.0,2,1,1,211,Hibernating
14566,0011-08-21,111,1,1432.0,2,2,4,224,Hibernating
16536,0011-08-21,111,1,548.97,2,1,3,213,Hibernating
14013,0011-08-21,111,3,473.02,2,4,2,242,At Risk
12363,0011-08-22,110,2,552.0,2,3,3,233,At Risk
16952,0011-08-22,110,2,167.61,2,2,1,221,Hibernating
14045,0011-08-22,110,4,1659.75,2,4,4,244,Cannot Lose Them
17585,0011-08-22,110,4,1133.07,2,4,4,244,Cannot Lose Them
14265,0011-08-22,110,2,530.18,2,3,3,233,At Risk
13933,0011-08-22,110,2,608.79,2,3,3,233,At Risk
17083,0011-08-22,110,3,1405.78,2,3,4,234,At Risk
12593,0011-08-23,109,3,418.1,2,3,2,232,At Risk
14364,0011-08-23,109,8,3717.35,2,5,5,255,Cannot Lose Them
17242,0011-08-23,109,2,1135.04,2,3,4,234,At Risk
13425,0011-08-23,109,3,1624.21,2,3,4,234,At Risk
14930,0011-08-23,109,3,2372.86,2,4,5,245,Cannot Lose Them
16550,0011-08-23,109,5,2298.97,2,4,5,245,Cannot Lose Them
13593,0011-08-23,109,5,2037.08,2,4,4,244,Cannot Lose Them
14523,0011-08-23,109,1,241.09,2,1,1,211,Hibernating
18018,0011-08-23,109,2,122.14,2,2,1,221,Hibernating
13140,0011-08-23,109,3,423.72,2,3,2,232,At Risk
17256,0011-08-24,108,2,240.0,2,2,1,221,Hibernating
14875,0011-08-24,108,2,1465.32,2,3,4,234,At Risk
15812,0011-08-24,108,5,1801.14,2,4,4,244,Cannot Lose Them
12649,0011-08-24,108,3,623.51,2,3,3,233,At Risk
15800,0011-08-24,108,2,699.08,2,3,3,233,At Risk
13411,0011-08-24,108,1,213.55,2,1,1,211,Hibernating
14407,0011-08-24,108,6,2157.73,2,5,5,255,Cannot Lose Them
16340,0011-08-24,108,1,549.07,2,1,3,213,Hibernating
17869,0011-08-24,108,5,428.18,2,4,2,242,At Risk
17268,0011-08-24,108,4,763.64,2,4,3,243,At Risk
14973,0011-08-24,108,3,1314.45,2,3,4,234,At Risk
15263,0011-08-25,107,1,156.51,2,1,1,211,Hibernating
15663,0011-08-25,107,1,138.14,2,1,1,211,Hibernating
12715,0011-08-25,107,1,353.86,2,2,2,222,Hibernating
14055,0011-08-25,107,1,725.64,2,1,3,213,Hibernating
16503,0011-08-25,107,4,1431.93,2,4,4,244,Cannot Lose Them
17189,0011-08-25,107,2,384.4,2,3,2,232,At Risk
14314,0011-08-25,107,1,120.0,2,2,1,221,Hibernating
16429,0011-08-25,107,1,284.55,2,2,2,222,Hibernating
18200,0011-08-25,107,1,163.8,2,1,1,211,Hibernating
14196,0011-08-25,107,1,335.52,2,2,2,222,Hibernating
16093,0011-08-25,107,1,17.0,2,2,1,221,Hibernating
16309,0011-08-25,107,2,706.57,2,3,3,233,At Risk
12624,0011-08-25,107,2,641.13,2,3,3,233,At Risk
14687,0011-08-25,107,1,628.38,2,1,3,213,Hibernating
17844,0011-08-25,107,1,51.56,2,1,1,211,Hibernating
17134,0011-08-25,107,2,425.0,2,3,2,232,At Risk
13000,0011-08-25,107,3,534.85,2,3,3,233,At Risk
13003,0011-08-26,106,3,149.05,2,4,1,241,At Risk
15641,0011-08-26,106,4,1887.2,2,4,4,244,Cannot Lose Them
13489,0011-08-26,106,4,449.52,2,4,2,242,At Risk
15074,0011-08-26,106,1,748.87,2,1,3,213,Hibernating
17146,0011-08-26,106,3,749.78,2,3,3,233,At Risk
14210,0011-08-26,106,6,1905.84,2,5,4,254,Cannot Lose Them
16641,0011-08-26,106,1,231.1,2,1,1,211,Hibernating
14472,0011-08-28,104,8,1936.84,2,5,4,254,Cannot Lose Them
15625,0011-08-28,104,4,1534.26,2,4,4,244,Cannot Lose Them
16816,0011-08-28,104,4,417.06,2,4,2,242,At Risk
15095,0011-08-28,104,4,1370.6,2,4,4,244,Cannot Lose Them
16806,0011-08-28,104,4,801.49,2,4,3,243,At Risk
13778,0011-08-28,104,1,178.7,2,1,1,211,Hibernating
15325,0011-08-28,104,1,162.29,2,1,1,211,Hibernating
13301,0011-08-28,104,4,618.09,2,4,3,243,At Risk
15569,0011-08-28,104,5,1375.71,2,4,4,244,Cannot Lose Them
14078,0011-08-30,102,6,1049.37,2,5,4,254,Cannot Lose Them
15866,0011-08-30,102,1,230.53,2,1,1,211,Hibernating
12814,0011-08-30,102,1,125.92,2,2,1,221,Hibernating
17298,0011-08-30,102,2,498.42,2,3,3,233,At Risk
16083,0011-08-31,101,2,1317.62,2,3,4,234,At Risk
15596,0011-08-31,101,5,1406.59,2,4,4,244,Cannot Lose Them
16278,0011-08-31,101,1,566.38,2,1,3,213,Hibernating
16780,0011-08-31,101,2,425.19,2,3,2,232,At Risk
17320,0011-08-31,101,3,1200.62,2,3,4,234,At Risk
17588,0011-08-31,101,3,1240.2,2,3,4,234,At Risk
15260,0011-08-31,101,7,1810.77,2,5,4,254,Cannot Lose Them
16842,0011-08-31,101,3,1264.19,2,3,4,234,At Risk
16180,0011-08-31,101,8,10254.18,2,5,5,255,Cannot Lose Them
14513,0011-08-31,101,3,455.59,2,4,2,242,At Risk
13631,0011-09-01,100,11,3070.42,2,5,5,255,Cannot Lose Them
13470,0011-09-01,100,2,165.0,2,2,1,221,Hibernating
13099,0011-09-01,100,1,207.36,2,1,1,211,Hibernating
16456,0011-09-01,100,5,2158.37,2,4,5,245,Cannot Lose Them
12436,0011-09-01,100,1,509.01,2,1,3,213,Hibernating
16808,0011-09-01,100,2,288.42,2,2,2,222,Hibernating
13376,0011-09-01,100,3,1019.76,2,4,4,244,Cannot Lose Them
13045,0011-09-01,100,1,305.28,2,2,2,222,Hibernating
14420,0011-09-01,100,1,387.52,2,2,2,222,Hibernating
15829,0011-09-01,100,2,636.14,2,3,3,233,At Risk
14171,0011-09-02,99,1,363.79,2,2,2,222,Hibernating
18087,0011-09-02,99,2,4055.72,2,3,5,235,At Risk
18027,0011-09-02,99,1,115.31,2,2,1,221,Hibernating
14463,0011-09-02,99,3,529.62,2,3,3,233,At Risk
14276,0011-09-02,99,3,1119.74,2,4,4,244,Cannot Lose Them
14436,0011-09-02,99,1,89.06,2,2,1,221,Hibernating
13240,0011-09-04,97,4,663.65,2,4,3,243,At Risk
17229,0011-09-04,97,2,318.76,2,2,2,222,Hibernating
17050,0011-09-04,97,6,3228.84,2,5,5,255,Cannot Lose Them
16761,0011-09-04,97,1,316.62,2,2,2,222,Hibernating
17722,0011-09-04,97,4,2424.04,2,4,5,245,Cannot Lose Them
14965,0011-09-04,97,2,599.0,2,3,3,233,At Risk
12710,0011-09-04,97,3,1149.02,2,3,4,234,At Risk
12851,0011-09-04,97,1,135.18,2,1,1,211,Hibernating
13548,0011-09-04,97,2,682.41,2,3,3,233,At Risk
17774,0011-09-04,97,4,1225.41,2,4,4,244,Cannot Lose Them
13931,0011-09-05,96,2,1237.53,2,3,4,234,At Risk
13748,0011-09-05,96,5,948.25,2,4,4,244,Cannot Lose Them
13851,0011-09-05,96,3,2651.46,2,4,5,245,Cannot Lose Them
12422,0011-09-05,96,3,803.56,2,4,3,243,At Risk
15491,0011-09-05,96,6,3100.09,2,5,5,255,Cannot Lose Them
15364,0011-09-05,96,2,913.19,2,3,3,233,At Risk
12816,0011-09-05,96,2,572.2,2,3,3,233,At Risk
18196,0011-09-05,96,2,689.13,2,3,3,233,At Risk
13192,0011-09-05,96,2,911.94,2,3,3,233,At Risk
16551,0011-09-05,96,3,922.12,2,3,3,233,At Risk
15307,0011-09-05,96,1,205.3,2,1,1,211,Hibernating
13744,0011-09-05,96,2,1156.36,2,3,4,234,At Risk
14565,0011-09-05,96,4,3099.12,2,4,5,245,Cannot Lose Them
12502,0011-09-05,96,5,3723.87,2,4,5,245,Cannot Lose Them
17309,0011-09-05,96,1,82.75,2,1,1,211,Hibernating
16172,0011-09-05,96,5,1140.21,2,4,4,244,Cannot Lose Them
16820,0011-09-05,96,1,497.61,2,1,3,213,Hibernating
12616,0011-09-05,96,2,713.3,2,3,3,233,At Risk
16175,0011-09-06,95,4,1037.59,2,4,4,244,Cannot Lose Them
13158,0011-09-06,95,4,1201.06,2,4,4,244,Cannot Lose Them
17460,0011-09-06,95,6,622.43,2,4,3,243,At Risk
13122,0011-09-06,95,2,922.39,2,3,3,233,At Risk
17560,0011-09-06,95,4,854.95,2,4,3,243,At Risk
15462,0011-09-06,95,3,234.6,2,4,1,241,At Risk
16400,0011-09-06,95,1,303.93,2,2,2,222,Hibernating
14208,0011-09-06,95,1,151.74,2,1,1,211,Hibernating
13130,0011-09-06,95,1,64.0,2,1,1,211,Hibernating
12461,0011-09-06,95,2,826.88,2,3,3,233,At Risk
17339,0011-09-06,95,2,243.36,2,2,1,221,Hibernating
18093,0011-09-07,94,4,2106.52,2,4,5,245,Cannot Lose Them
13210,0011-09-07,94,1,353.48,2,2,2,222,Hibernating
16828,0011-09-07,94,2,128.5,2,2,1,221,Hibernating
15071,0011-09-07,94,2,982.07,2,3,4,234,At Risk
15653,0011-09-08,93,2,877.44,2,3,3,233,At Risk
13925,0011-09-08,93,4,678.25,2,4,3,243,At Risk
13249,0011-09-08,93,3,711.41,2,4,3,243,At Risk
14223,0011-09-08,93,3,991.13,2,4,4,244,Cannot Lose Them
15198,0011-09-08,93,2,193.64,2,2,1,221,Hibernating
13330,0011-09-08,93,3,1140.93,2,3,4,234,At Risk
15488,0011-09-08,93,1,91.32,2,2,1,221,Hibernating
13244,0011-09-08,93,1,121.74,2,2,1,221,Hibernating
12592,0011-09-08,93,2,437.6,2,3,2,232,At Risk
14410,0011-09-08,93,9,1105.07,2,5,4,254,Cannot Lose Them
15400,0011-09-08,93,5,716.2,2,4,3,243,At Risk
16031,0011-09-08,93,2,548.94,2,3,3,233,At Risk
15885,0011-09-08,93,3,379.35,2,4,2,242,At Risk
18222,0011-09-08,93,1,443.0,2,1,2,212,Hibernating
13814,0011-09-08,93,2,1579.12,2,3,4,234,At Risk
13848,0011-09-08,93,3,1255.0,2,3,4,234,At Risk
13889,0011-09-08,93,1,416.9,2,1,2,212,Hibernating
13441,0011-09-09,92,1,296.64,2,2,2,222,Hibernating
14915,0011-09-09,92,2,307.48,2,2,2,222,Hibernating
14414,0011-09-09,92,7,1496.98,2,5,4,254,Cannot Lose Them
14628,0011-09-09,92,2,671.96,2,3,3,233,At Risk
16723,0011-09-09,92,2,589.15,2,3,3,233,At Risk
15652,0011-09-09,92,1,337.74,2,2,2,222,Hibernating
12535,0011-09-09,92,2,716.35,2,3,3,233,At Risk
16027,0011-09-09,92,6,934.62,2,5,3,253,At Risk
13372,0011-09-11,90,1,378.64,2,2,2,222,Hibernating
13124,0011-09-11,90,3,3866.33,2,4,5,245,Cannot Lose Them
12965,0011-09-11,90,1,771.91,2,1,3,213,Hibernating
16384,0011-09-11,90,2,584.5,2,3,3,233,At Risk
13611,0011-09-11,90,3,1171.8,2,3,4,234,At Risk
14837,0011-09-11,90,4,1649.5,2,4,4,244,Cannot Lose Them
16796,0011-09-11,90,1,305.62,2,2,2,222,Hibernating
14212,0011-09-11,90,1,1070.48,2,2,4,224,Hibernating
15939,0011-09-11,90,15,6115.01,2,5,5,255,Cannot Lose Them
15035,0011-09-11,90,1,252.73,2,2,2,222,Hibernating
18215,0011-09-11,90,1,299.34,2,2,2,222,Hibernating
15636,0011-09-11,90,2,724.76,2,3,3,233,At Risk
12635,0011-09-11,90,2,1689.18,2,3,4,234,At Risk
18255,0011-09-11,90,1,103.3,2,2,1,221,Hibernating
14500,0011-09-12,89,3,356.85,2,4,2,242,At Risk
15980,0011-09-12,89,3,2398.86,2,4,5,245,Cannot Lose Them
16475,0011-09-12,89,4,544.3,2,4,3,243,At Risk
16209,0011-09-12,89,5,2262.62,2,4,5,245,Cannot Lose Them
12884,0011-09-12,89,1,309.05,2,2,2,222,Hibernating
17433,0011-09-12,89,1,303.16,2,2,2,222,Hibernating
15673,0011-09-12,89,4,2881.02,2,4,5,245,Cannot Lose Them
15996,0011-09-12,89,6,1060.68,2,5,4,254,Cannot Lose Them
16141,0011-09-12,89,1,620.4,2,1,3,213,Hibernating
12924,0011-09-12,89,4,933.7,2,4,3,243,At Risk
17919,0011-09-12,89,1,1304.04,2,2,4,224,Hibernating
13375,0011-09-12,89,1,778.65,2,1,3,213,Hibernating
16984,0011-09-12,89,2,4481.35,2,3,5,235,At Risk
16211,0011-09-12,89,1,547.02,2,1,3,213,Hibernating
14307,0011-09-12,89,6,2995.72,2,5,5,255,Cannot Lose Them
15764,0011-09-12,89,6,3279.97,2,5,5,255,Cannot Lose Them
15201,0011-09-13,88,5,1236.54,2,4,4,244,Cannot Lose Them
15343,0011-09-13,88,1,364.5,2,2,2,222,Hibernating
17037,0011-09-13,88,1,1267.32,2,2,4,224,Hibernating
14163,0011-09-13,88,4,2445.91,2,4,5,245,Cannot Lose Them
16098,0011-09-13,88,7,2005.63,2,5,4,254,Cannot Lose Them
15216,0011-09-13,88,1,96.6,2,2,1,221,Hibernating
18251,0011-09-13,88,1,4314.72,2,2,5,225,Hibernating
14753,0011-09-13,88,1,563.15,2,1,3,213,Hibernating
16451,0011-09-13,88,1,266.97,2,2,2,222,Hibernating
16229,0011-09-13,88,2,1010.6,2,3,4,234,At Risk
16036,0011-09-13,88,2,758.92,2,3,3,233,At Risk
16959,0011-09-13,88,1,117.35,2,2,1,221,Hibernating
14177,0011-09-14,87,4,559.41,2,4,3,243,At Risk
18173,0011-09-14,87,4,2106.84,2,4,5,245,Cannot Lose Them
17347,0011-09-14,87,1,228.96,2,1,1,211,Hibernating
13877,0011-09-14,87,1,117.24,2,2,1,221,Hibernating
16745,0011-09-14,87,17,7194.3,2,5,5,255,Cannot Lose Them
12566,0011-09-14,87,1,351.65,2,2,2,222,Hibernating
12756,0011-09-14,87,1,112.08,2,2,1,221,Hibernating
17033,0011-09-14,87,3,1030.14,2,4,4,244,Cannot Lose Them
14660,0011-09-14,87,2,285.74,2,2,2,222,Hibernating
17640,0011-09-14,87,1,621.66,2,1,3,213,Hibernating
13518,0011-09-15,86,1,659.44,2,1,3,213,Hibernating
17594,0011-09-15,86,2,993.18,2,3,4,234,At Risk
15322,0011-09-15,86,1,679.68,2,1,3,213,Hibernating
12722,0011-09-15,86,4,997.63,2,4,4,244,Cannot Lose Them
17047,0011-09-15,86,3,1100.9,2,4,4,244,Cannot Lose Them
12995,0011-09-15,86,1,211.32,2,1,1,211,Hibernating
13662,0011-09-15,86,3,897.76,2,3,3,233,At Risk
17002,0011-09-15,86,3,1493.73,2,3,4,234,At Risk
15417,0011-09-15,86,1,508.8,2,1,3,213,Hibernating
13134,0011-09-15,86,4,1793.58,2,4,4,244,Cannot Lose Them
15205,0011-09-15,86,2,653.24,2,3,3,233,At Risk
17846,0011-09-15,86,1,2033.1,2,1,4,214,Hibernating
14557,0011-09-15,86,1,788.38,2,1,3,213,Hibernating
17898,0011-09-15,86,2,152.06,2,2,1,221,Hibernating
17333,0011-09-15,86,1,494.25,2,1,3,213,Hibernating
15466,0011-09-15,86,1,334.53,2,2,2,222,Hibernating
17786,0011-09-15,86,2,278.74,2,2,2,222,Hibernating
13539,0011-09-15,86,3,631.34,2,3,3,233,At Risk
14894,0011-09-15,86,1,655.75,2,1,3,213,Hibernating
16108,0011-09-16,85,1,842.5,2,1,3,213,Hibernating
15975,0011-09-16,85,1,371.01,2,2,2,222,Hibernating
15410,0011-09-16,85,8,3450.84,2,5,5,255,Cannot Lose Them
12871,0011-09-16,85,2,380.64,2,3,2,232,At Risk
13563,0011-09-16,85,2,777.53,2,3,3,233,At Risk
16573,0011-09-16,85,2,663.61,2,3,3,233,At Risk
14124,0011-09-16,85,1,419.58,2,1,2,212,Hibernating
13141,0011-09-16,85,5,2388.75,2,4,5,245,Cannot Lose Them
16709,0011-09-16,85,5,3029.87,2,4,5,245,Cannot Lose Them
12434,0011-09-16,85,2,806.14,2,3,3,233,At Risk
15523,0011-09-16,85,1,412.01,2,1,2,212,Hibernating
15099,0011-09-16,85,1,410.48,2,1,2,212,Hibernating
16878,0011-09-16,85,1,13.3,2,1,1,211,Hibernating
18194,0011-09-18,83,1,973.84,2,2,4,224,Hibernating
13334,0011-09-18,83,3,3536.82,2,4,5,245,Cannot Lose Them
17802,0011-09-18,83,3,1285.04,2,3,4,234,At Risk
13067,0011-09-18,83,1,115.46,2,2,1,221,Hibernating
16370,0011-09-18,83,4,1320.56,2,4,4,244,Cannot Lose Them
15947,0011-09-18,83,1,1708.24,2,2,4,224,Hibernating
12752,0011-09-19,82,1,4366.78,2,1,5,215,Hibernating
14934,0011-09-19,82,2,1890.94,2,3,4,234,At Risk
17058,0011-09-19,82,3,1179.89,2,3,4,234,At Risk
16527,0011-09-19,82,1,228.06,2,1,1,211,Hibernating
18094,0011-09-19,82,7,3017.3,2,5,5,255,Cannot Lose Them
12527,0011-09-19,82,3,348.71,2,4,2,242,At Risk
12379,0011-09-19,82,2,852.24,2,3,3,233,At Risk
13562,0011-09-19,82,3,1799.33,2,4,4,244,Cannot Lose Them
13325,0011-09-19,82,1,675.3,2,1,3,213,Hibernating
13774,0011-09-19,82,1,345.0,2,2,2,222,Hibernating
15504,0011-09-19,82,1,52.83,2,1,1,211,Hibernating
17628,0011-09-19,82,1,75.75,2,1,1,211,Hibernating
18017,0011-09-19,82,3,523.0,2,3,3,233,At Risk
13228,0011-09-19,82,1,358.0,2,2,2,222,Hibernating
16080,0011-09-19,82,2,217.16,2,2,1,221,Hibernating
12497,0011-09-19,82,1,1043.1,2,2,4,224,Hibernating
18232,0011-09-19,82,4,592.97,2,4,3,243,At Risk
17848,0011-09-19,82,9,901.2,2,5,3,253,At Risk
15675,0011-09-19,82,3,323.69,2,3,2,232,At Risk
16906,0011-09-19,82,4,579.77,2,4,3,243,At Risk
16777,0011-09-20,81,2,226.35,2,2,1,221,Hibernating
17873,0011-09-20,81,5,1859.16,2,4,4,244,Cannot Lose Them
15341,0011-09-20,81,1,2020.52,2,1,4,214,Hibernating
16624,0011-09-20,81,2,810.57,2,3,3,233,At Risk
14236,0011-09-20,81,2,490.86,2,3,3,233,At Risk
16215,0011-09-20,81,1,242.35,2,1,1,211,Hibernating
13356,0011-09-20,81,1,768.24,2,1,3,213,Hibernating
15026,0011-09-20,81,3,469.0,2,3,2,232,At Risk
13038,0011-09-20,81,3,908.46,2,3,3,233,At Risk
16584,0011-09-20,81,2,936.08,2,3,3,233,At Risk
16928,0011-09-20,81,17,2847.6,2,5,5,255,Cannot Lose Them
15888,0011-09-20,81,1,168.31,2,1,1,211,Hibernating
12701,0011-09-21,80,2,797.71,2,3,3,233,At Risk
14356,0011-09-21,80,2,701.23,2,3,3,233,At Risk
17475,0011-09-21,80,1,194.37,2,1,1,211,Hibernating
12390,0011-09-21,80,1,549.84,2,1,3,213,Hibernating
16493,0011-09-21,80,4,1351.63,2,4,4,244,Cannot Lose Them
12520,0011-09-21,80,5,2634.26,2,4,5,245,Cannot Lose Them
12550,0011-09-21,80,1,964.83,2,2,4,224,Hibernating
17731,0011-09-21,80,4,1240.11,2,4,4,244,Cannot Lose Them
13908,0011-09-21,80,4,2369.55,2,4,5,245,Cannot Lose Them
14887,0011-09-21,80,1,1862.0,2,1,4,214,Hibernating
13959,0011-09-21,80,3,598.2,2,4,3,243,At Risk
12604,0011-09-21,80,2,254.18,2,2,2,222,Hibernating
12435,0011-09-21,80,2,7829.89,2,3,5,235,At Risk
13946,0011-09-21,80,3,561.57,2,4,3,243,At Risk
16627,0011-09-21,80,1,322.8,2,2,2,222,Hibernating
17415,0011-09-21,80,1,507.84,2,1,3,213,Hibernating
14951,0011-09-21,80,1,311.69,2,2,2,222,Hibernating
12854,0011-09-22,79,3,1324.5,2,3,4,234,At Risk
15603,0011-09-22,79,1,48.48,2,1,1,211,Hibernating
15810,0011-09-22,79,4,1391.98,2,4,4,244,Cannot Lose Them
14038,0011-09-22,79,3,1560.38,2,3,4,234,At Risk
13320,0011-09-22,79,4,1548.7,2,4,4,244,Cannot Lose Them
16213,0011-09-22,79,1,159.0,2,1,1,211,Hibernating
12930,0011-09-22,79,2,415.8,2,3,2,232,At Risk
17172,0011-09-22,79,1,317.76,2,2,2,222,Hibernating
12739,0011-09-22,79,2,1013.04,2,3,4,234,At Risk
17027,0011-09-22,79,6,890.29,2,5,3,253,At Risk
17603,0011-09-22,79,1,394.72,2,2,2,222,Hibernating
13279,0011-09-22,79,1,137.75,2,1,1,211,Hibernating
16236,0011-09-22,79,1,432.2,2,1,2,212,Hibernating
13055,0011-09-22,79,3,1214.41,2,3,4,234,At Risk
13220,0011-09-22,79,4,819.29,2,4,3,243,At Risk
